N.;Prioridad;Fecha;Ensayo;Estatus
2684;yellow;2008-11-13;IT-532;pipeta_estrella
2685;yellow;2008-11-13;IT-532;pipeta_estrella
2686;yellow;2008-11-13;IT-532;pipeta_estrella
2687;yellow;2008-11-13;IT-532;pipeta_estrella
2688;yellow;2008-11-13;IT-532;pipeta_estrella
2689;yellow;2008-11-13;IT-532;pipeta_estrella
2690;yellow;2008-11-14;IT-515;pipeta_check
2691;yellow;2008-11-14;IT-515;pipeta_estrella
2692;yellow;2008-11-14;IT-515;pipeta_estrella
2693;yellow;2008-11-14;IT-532;pipeta_estrella
2694;yellow;2008-11-14;IT-532;pipeta_estrella
2695;yellow;2008-11-14;IT-532;pipeta_check
2696;yellow;2008-11-14;IT-532;pipeta_check
2697;yellow;2008-11-14;IT-532;pipeta_estrella
2698;yellow;2008-11-14;IT-532;pipeta_estrella
2699;yellow;2008-11-14;IT-532;pipeta_estrella
2700;yellow;2008-11-14;IT-532;pipeta_estrella
2701;yellow;2008-11-14;IT-532;pipeta_estrella
2702;yellow;2008-11-14;IT-532;pipeta_estrella
2703;yellow;2008-11-14;IT-532;pipeta_estrella
2704;yellow;2008-11-14;IT-532;pipeta_estrella
2705;yellow;2008-11-17;IT-515;pipeta_estrella
2706;yellow;2008-11-17;IT-515;pipeta_estrella
2707;yellow;2008-11-17;IT-515;pipeta_check
2708;yellow;2008-11-17;IT-515;pipeta_estrella
2709;yellow;2008-11-17;IT-515;pipeta_estrella
2710;yellow;2008-11-17;IT-515;pipeta_estrella
2711;yellow;2009-03-16;IT-515;pipeta_check
2712;yellow;2008-11-27;IT-515;pipeta_estrella
2713;yellow;2009-03-16;IT-515;pipeta_check
2714;yellow;2008-11-17;IT-532;pipeta_estrella
2715;yellow;2008-11-17;IT-532;pipeta_estrella
2716;yellow;2008-11-17;IT-532;pipeta_estrella
2717;yellow;2008-11-17;IT-532;pipeta_estrella
2718;yellow;2008-11-17;IT-532;pipeta_estrella
2719;yellow;2008-11-17;IT-532;pipeta_estrella
2720;yellow;2008-11-17;IT-532;pipeta_estrella
2721;yellow;2008-11-17;IT-532;pipeta_estrella
2722;yellow;2008-11-17;IT-532;pipeta_estrella
2723;yellow;2008-11-17;IT-532;pipeta_estrella
2724;yellow;2008-11-17;IT-532;pipeta_estrella
2725;yellow;2008-11-17;IT-532;pipeta_estrella
2726;yellow;2008-11-17;IT-532;pipeta_estrella
2727;yellow;2008-11-20;IT-532;pipeta_estrella
2728;yellow;2008-11-20;IT-532;pipeta_estrella
2729;yellow;2008-11-18;IT-532;pipeta_estrella
2730;yellow;2008-11-18;IT-532;pipeta_estrella
2731;yellow;2008-11-18;IT-532;pipeta_estrella
2732;yellow;2008-11-18;IT-532;pipeta_estrella
2733;yellow;2008-11-18;IT-532;pipeta_estrella
2734;yellow;2008-11-18;IT-532;pipeta_estrella
2735;yellow;2008-11-18;IT-515;pipeta_estrella
2736;yellow;2008-11-18;IT-515;pipeta_estrella
2737;yellow;2008-11-18;IT-532;pipeta_estrella
2738;yellow;2008-11-18;IT-532;pipeta_estrella
2739;yellow;2008-11-18;IT-532;pipeta_estrella
2740;yellow;2008-11-18;IT-532;pipeta_estrella
2741;yellow;2008-11-18;IT-532;pipeta_estrella
2742;yellow;2008-11-18;IT-532;pipeta_estrella
2743;yellow;2008-11-19;IT-515;pipeta_estrella
2744;yellow;2008-11-19;IT-515;pipeta_estrella
2745;yellow;2009-03-16;IT-515;pipeta_check
2746;yellow;2008-11-19;IT-532;pipeta_retirado
2747;yellow;2008-11-19;IT-532;pipeta_retirado
2748;yellow;2008-11-19;IT-532;pipeta_estrella
2749;yellow;2008-11-19;IT-532;pipeta_estrella
2750;yellow;2008-11-19;IT-532;pipeta_estrella
2751;yellow;2008-11-19;IT-532;pipeta_estrella
2752;yellow;2008-11-19;IT-532;pipeta_estrella
2753;yellow;2008-11-19;IT-532;pipeta_estrella
2754;yellow;2008-11-19;IT-532;pipeta_estrella
2755;yellow;2008-11-19;IT-532;pipeta_estrella
2756;yellow;2008-11-19;IT-532;pipeta_estrella
2757;yellow;2008-11-19;IT-532;pipeta_estrella
2758;yellow;2008-11-19;IT-532;pipeta_estrella
2759;yellow;2008-11-19;IT-532;pipeta_estrella
2760;yellow;2008-11-20;IT-532;pipeta_estrella
2761;yellow;2008-11-20;IT-532;pipeta_estrella
2762;yellow;2008-11-24;IT-515;pipeta_estrella
2763;yellow;2008-11-24;IT-515;pipeta_estrella
2764;yellow;2008-11-24;IT-515;pipeta_estrella
2765;yellow;2008-11-24;IT-515;pipeta_estrella
2766;yellow;2008-11-24;IT-515;pipeta_estrella
2767;yellow;2008-11-20;IT-515;pipeta_estrella
2768;yellow;2008-11-20;IT-515;pipeta_estrella
2769;yellow;2008-11-20;IT-515;pipeta_estrella
2770;yellow;2008-11-20;IT-532;pipeta_estrella
2771;yellow;2008-11-20;IT-532;pipeta_estrella
2772;yellow;2008-11-20;IT-532;pipeta_estrella
2773;yellow;2008-11-20;IT-532;pipeta_estrella
2774;yellow;2008-11-20;IT-532;pipeta_estrella
2775;yellow;2008-11-20;IT-532;pipeta_estrella
2776;yellow;2008-11-21;IT-515;pipeta_estrella
2777;yellow;2008-11-21;IT-515;pipeta_estrella
2778;yellow;2009-03-16;IT-515;pipeta_check
2779;yellow;2008-11-21;IT-532;pipeta_estrella
2780;yellow;2008-11-21;IT-532;pipeta_estrella
2781;yellow;2008-11-21;IT-532;pipeta_estrella
2782;yellow;2008-11-21;IT-532;pipeta_estrella
2783;yellow;2008-11-21;IT-532;pipeta_estrella
2784;yellow;2008-11-21;IT-532;pipeta_estrella
2785;yellow;2008-11-21;IT-532;pipeta_estrella
2786;yellow;2008-11-27;IT-532;pipeta_estrella
2787;yellow;2008-11-27;IT-532;pipeta_estrella
2788;yellow;2008-11-27;IT-532;pipeta_estrella
2789;yellow;2008-11-27;IT-532;pipeta_estrella
2790;yellow;2008-11-24;IT-515;pipeta_estrella
2791;yellow;2008-12-04;IT-515;pipeta_estrella
2792;yellow;2008-11-27;IT-515;pipeta_estrella
2793;yellow;2008-11-27;IT-515;pipeta_estrella
2794;yellow;2008-11-24;IT-515;pipeta_estrella
2795;yellow;2008-11-24;IT-515;pipeta_estrella
2796;yellow;2008-11-24;IT-515;pipeta_estrella
2797;yellow;2009-03-06;IT-532;pipeta_retirado
2798;yellow;2008-11-24;IT-532;pipeta_estrella
2799;yellow;2008-11-24;IT-532;pipeta_estrella
2800;yellow;2008-11-27;IT-532;pipeta_estrella
2801;yellow;2008-11-27;IT-532;pipeta_estrella
2802;yellow;2008-12-04;IT-532;pipeta_estrella
2803;yellow;2008-12-04;IT-532;pipeta_estrella
2804;yellow;2008-11-27;IT-532;pipeta_estrella
2805;yellow;2008-11-27;IT-532;pipeta_estrella
2806;yellow;2008-11-27;IT-532;pipeta_estrella
2807;yellow;2008-11-27;IT-532;pipeta_estrella
2808;yellow;2008-11-27;IT-532;pipeta_estrella
2809;yellow;2008-11-27;IT-532;pipeta_estrella
2810;yellow;2008-11-27;IT-532;pipeta_estrella
2811;yellow;2008-11-27;IT-532;pipeta_estrella
2812;yellow;2008-11-24;IT-532;pipeta_estrella
2813;yellow;2008-11-24;IT-532;pipeta_estrella
2814;yellow;2008-11-24;IT-532;pipeta_estrella
2815;yellow;2008-11-24;IT-532;pipeta_estrella
2816;yellow;2008-11-27;IT-532;pipeta_estrella
2817;yellow;2008-11-25;IT-515;pipeta_estrella
2818;yellow;2008-11-25;IT-515;pipeta_check
2819;yellow;2008-11-25;IT-532;pipeta_estrella
2820;yellow;2008-11-25;IT-532;pipeta_estrella
2821;yellow;2008-11-26;IT-515;pipeta_estrella
2822;yellow;2008-11-27;IT-515;pipeta_estrella
2823;yellow;2008-11-26;IT-515;pipeta_estrella
2824;yellow;2008-11-26;IT-515;pipeta_estrella
2825;yellow;2008-11-27;IT-532;pipeta_estrella
2826;yellow;2008-11-27;IT-532;pipeta_estrella
2827;yellow;2008-11-27;IT-532;pipeta_estrella
2828;yellow;2008-12-03;IT-532;pipeta_retirado
2829;yellow;2008-11-27;IT-515;pipeta_estrella
2830;yellow;2008-11-27;IT-515;pipeta_estrella
2831;yellow;2008-11-27;IT-532;pipeta_estrella
2832;yellow;2008-11-27;IT-532;pipeta_estrella
2833;yellow;2008-11-28;IT-515;pipeta_estrella
2834;yellow;2008-11-28;IT-532;pipeta_estrella
2835;yellow;2008-11-28;IT-532;pipeta_estrella
2836;yellow;2008-12-04;IT-515;pipeta_estrella
2837;yellow;2008-12-04;IT-515;pipeta_estrella
2838;yellow;2008-12-08;IT-515;pipeta_estrella
2839;yellow;2008-12-04;IT-515;pipeta_estrella
2840;yellow;2008-12-01;IT-515;pipeta_estrella
2841;yellow;2008-12-01;IT-515;pipeta_estrella
2842;yellow;2008-12-01;IT-515;pipeta_estrella
2843;yellow;2008-12-17;IT-532;pipeta_estrella
2844;yellow;2008-12-17;IT-532;pipeta_estrella
2845;yellow;2008-12-17;IT-532;pipeta_estrella
2846;yellow;2008-12-17;IT-532;pipeta_estrella
2847;yellow;2008-12-17;IT-532;pipeta_estrella
2848;yellow;2008-12-17;IT-532;pipeta_estrella
2849;yellow;2008-12-08;IT-532;pipeta_estrella
2850;yellow;2008-12-08;IT-532;pipeta_estrella
2851;yellow;2008-12-08;IT-532;pipeta_estrella
2852;yellow;2008-12-08;IT-532;pipeta_estrella
2853;yellow;2008-12-08;IT-532;pipeta_estrella
2854;yellow;2008-12-08;IT-532;pipeta_estrella
2855;yellow;2008-12-08;IT-532;pipeta_estrella
2856;yellow;2008-12-08;IT-532;pipeta_estrella
2857;yellow;2008-12-08;IT-532;pipeta_estrella
2858;yellow;2008-12-01;IT-532;pipeta_estrella
2859;yellow;2008-12-01;IT-532;pipeta_estrella
2860;yellow;2008-12-01;IT-532;pipeta_estrella
2861;yellow;2008-12-01;IT-532;pipeta_check
2862;yellow;2008-12-01;IT-532;pipeta_check
2863;yellow;2008-12-01;IT-532;pipeta_estrella
2864;yellow;2008-12-01;IT-532;pipeta_estrella
2865;yellow;2008-12-01;IT-532;pipeta_estrella
2866;yellow;2008-12-01;IT-532;pipeta_estrella
2867;yellow;2008-12-01;IT-532;pipeta_estrella
2868;yellow;2008-12-01;IT-532;pipeta_estrella
2869;yellow;2008-12-01;IT-532;pipeta_estrella
2870;yellow;2008-12-02;IT-515;pipeta_estrella
2871;yellow;2008-12-03;IT-515;pipeta_estrella
2872;yellow;2008-12-08;IT-532;pipeta_estrella
2873;yellow;2008-12-08;IT-532;pipeta_estrella
2874;yellow;2008-12-08;IT-532;pipeta_estrella
2875;yellow;2008-12-16;IT-532;pipeta_estrella
2876;yellow;2008-12-16;IT-532;pipeta_estrella
2877;yellow;2008-12-16;IT-532;pipeta_estrella
2878;yellow;2008-12-16;IT-532;pipeta_estrella
2879;yellow;2008-12-16;IT-532;pipeta_estrella
2880;yellow;2008-12-16;IT-532;pipeta_estrella
2881;yellow;2008-12-16;IT-532;pipeta_estrella
2882;yellow;2009-03-13;IT-532;pipeta_estrella
2883;yellow;2009-03-13;IT-532;pipeta_estrella
2884;yellow;2009-03-13;IT-532;pipeta_estrella
2885;yellow;2009-03-13;IT-532;pipeta_estrella
2886;yellow;2008-12-02;IT-532;pipeta_estrella
2887;yellow;2008-12-02;IT-532;pipeta_estrella
2888;yellow;2008-12-03;IT-515;pipeta_check
2889;yellow;2008-12-03;IT-532;pipeta_check
2890;yellow;2008-12-03;IT-532;pipeta_check
2891;yellow;2008-12-04;IT-515;pipeta_estrella
2892;yellow;2008-12-04;IT-515;pipeta_estrella
2893;yellow;2008-12-04;IT-532;pipeta_estrella
2894;yellow;2008-12-04;IT-532;pipeta_estrella
2895;yellow;2008-12-04;IT-532;pipeta_estrella
2896;yellow;2008-12-04;IT-532;pipeta_estrella
2897;yellow;2008-12-08;IT-515;pipeta_estrella
2898;yellow;2008-12-05;IT-515;pipeta_estrella
2899;yellow;2008-12-16;IT-532;pipeta_estrella
2900;yellow;2008-12-05;IT-532;pipeta_estrella
2901;yellow;2008-12-05;IT-532;pipeta_estrella
2902;yellow;2008-12-17;IT-532;pipeta_estrella
2903;yellow;2008-12-17;IT-532;pipeta_estrella
2904;yellow;2008-12-09;IT-515;pipeta_estrella
2905;yellow;2008-12-09;IT-532;pipeta_check
2906;yellow;2008-12-09;IT-532;pipeta_check
2907;yellow;2008-12-16;IT-515;pipeta_estrella
2908;yellow;2008-12-22;IT-515;pipeta_estrella
2909;yellow;2008-12-16;IT-515;pipeta_estrella
2910;yellow;2009-01-07;IT-532;pipeta_estrella
2911;yellow;2009-01-07;IT-532;pipeta_estrella
2912;yellow;2009-01-07;IT-532;pipeta_estrella
2913;yellow;2009-01-07;IT-532;pipeta_estrella
2914;yellow;2008-12-16;IT-532;pipeta_estrella
2915;yellow;2008-12-16;IT-532;pipeta_estrella
2916;yellow;2008-12-19;IT-532;pipeta_estrella
2917;yellow;2008-12-19;IT-532;pipeta_estrella
2918;yellow;2008-12-19;IT-532;pipeta_estrella
2919;yellow;2008-12-19;IT-532;pipeta_estrella
2920;yellow;2009-01-05;IT-532;pipeta_estrella
2921;yellow;2009-01-05;IT-532;pipeta_estrella
2922;yellow;2008-12-19;IT-532;pipeta_estrella
2923;yellow;2008-12-19;IT-532;pipeta_estrella
2924;yellow;2008-12-19;IT-515;pipeta_estrella
2925;yellow;2008-12-16;IT-515;pipeta_estrella
2926;yellow;2008-12-16;IT-515;pipeta_estrella
2927;yellow;2008-12-16;IT-532;pipeta_estrella
2928;yellow;2008-12-16;IT-532;pipeta_estrella
2929;yellow;2008-12-16;IT-532;pipeta_estrella
2930;yellow;2008-12-16;IT-532;pipeta_retirado
2931;yellow;2008-12-16;IT-532;pipeta_estrella
2932;yellow;2008-12-16;IT-532;pipeta_estrella
2933;yellow;2008-12-16;IT-532;pipeta_estrella
2934;yellow;2008-12-16;IT-532;pipeta_estrella
2935;yellow;2008-12-16;IT-532;pipeta_estrella
2936;yellow;2008-12-16;IT-532;pipeta_estrella
2937;yellow;2009-01-20;IT-532;pipeta_estrella
2938;yellow;2008-12-16;IT-532;pipeta_estrella
2939;yellow;2008-12-16;IT-532;pipeta_estrella
2940;yellow;2008-12-16;IT-532;pipeta_estrella
2941;yellow;2008-12-16;IT-532;pipeta_estrella
2942;yellow;2008-12-16;IT-532;pipeta_estrella
2943;yellow;2008-12-16;IT-532;pipeta_estrella
2944;yellow;2008-12-16;IT-532;pipeta_estrella
2945;yellow;2008-12-15;IT-532;pipeta_estrella
2946;yellow;2008-12-15;IT-532;pipeta_estrella
2947;yellow;2008-12-15;IT-532;pipeta_estrella
2948;yellow;2008-12-15;IT-532;pipeta_estrella
2949;yellow;2009-01-06;IT-532;pipeta_estrella
2950;yellow;2009-01-06;IT-532;pipeta_estrella
2951;yellow;2009-01-06;IT-532;pipeta_estrella
2952;yellow;2009-01-06;IT-532;pipeta_estrella
2953;yellow;2009-01-06;IT-532;pipeta_estrella
2954;yellow;2009-01-06;IT-532;pipeta_estrella
2955;yellow;2009-01-06;IT-532;pipeta_estrella
2956;yellow;2009-01-06;IT-532;pipeta_estrella
2957;yellow;2009-01-06;IT-532;pipeta_estrella
2958;yellow;2009-01-06;IT-532;pipeta_estrella
2959;yellow;2009-01-06;IT-532;pipeta_estrella
2960;yellow;2009-01-06;IT-532;pipeta_estrella
2961;yellow;2008-12-16;IT-532;pipeta_estrella
2962;yellow;2008-12-16;IT-532;pipeta_estrella
2963;yellow;2008-12-17;IT-532;pipeta_estrella
2964;yellow;2008-12-17;IT-532;pipeta_estrella
2965;yellow;2009-01-06;IT-532;pipeta_estrella
2966;yellow;2009-01-06;IT-532;pipeta_estrella
2967;yellow;2009-01-06;IT-532;pipeta_estrella
2968;yellow;2009-01-06;IT-532;pipeta_estrella
2969;yellow;2009-01-06;IT-532;pipeta_estrella
2970;yellow;2009-01-06;IT-532;pipeta_estrella
2971;yellow;2009-01-06;IT-532;pipeta_estrella
2972;yellow;2009-01-06;IT-532;pipeta_estrella
2973;yellow;2009-01-06;IT-532;pipeta_estrella
2974;yellow;2009-01-06;IT-532;pipeta_estrella
2975;yellow;2009-01-06;IT-532;pipeta_estrella
2976;yellow;2009-01-06;IT-532;pipeta_estrella
2977;yellow;2009-01-06;IT-532;pipeta_estrella
2978;yellow;2009-01-06;IT-532;pipeta_estrella
2979;yellow;2009-01-06;IT-532;pipeta_estrella
2980;yellow;2009-01-06;IT-532;pipeta_estrella
2981;yellow;2008-12-19;IT-532;pipeta_estrella
2982;yellow;2008-12-19;IT-532;pipeta_estrella
2983;yellow;2009-01-06;IT-532;pipeta_estrella
2984;yellow;2009-01-06;IT-532;pipeta_estrella
2985;yellow;2009-01-06;IT-532;pipeta_estrella
2986;yellow;2009-01-12;IT-532;pipeta_estrella
2987;yellow;2009-01-12;IT-532;pipeta_estrella
2988;yellow;2009-01-12;IT-532;pipeta_estrella
2989;yellow;2009-01-12;IT-532;pipeta_estrella
2990;yellow;2009-01-13;IT-532;pipeta_estrella
2991;yellow;2009-01-15;IT-515;pipeta_retirado
2992;yellow;2009-01-15;IT-532;pipeta_check
2993;yellow;2009-01-15;IT-532;pipeta_check
2994;yellow;2009-01-15;IT-532;pipeta_check
2995;yellow;2009-01-19;IT-532;pipeta_estrella
2996;yellow;2009-01-19;IT-532;pipeta_estrella
2997;yellow;2009-01-15;IT-532;pipeta_estrella
2998;yellow;2009-01-15;IT-532;pipeta_estrella
2999;yellow;2009-01-15;IT-532;pipeta_estrella
3000;yellow;2009-01-15;IT-532;pipeta_estrella
3001;yellow;2009-01-15;IT-532;pipeta_estrella
3002;yellow;2009-01-15;IT-532;pipeta_estrella
3003;yellow;2009-01-15;IT-532;pipeta_estrella
3004;yellow;2009-01-15;IT-532;pipeta_estrella
3005;yellow;2009-01-15;IT-532;pipeta_estrella
3006;yellow;2009-01-15;IT-532;pipeta_estrella
3007;yellow;2009-01-15;IT-532;pipeta_estrella
3008;yellow;2009-01-15;IT-532;pipeta_estrella
3009;yellow;2009-01-15;IT-532;pipeta_estrella
3010;yellow;2009-01-15;IT-532;pipeta_estrella
3011;yellow;2009-01-15;IT-532;pipeta_estrella
3012;yellow;2009-01-20;IT-532;pipeta_estrella
3013;yellow;2009-01-20;IT-532;pipeta_estrella
3014;yellow;2009-01-20;IT-532;pipeta_estrella
3015;yellow;2009-01-20;IT-532;pipeta_estrella
3016;yellow;2009-01-20;IT-532;pipeta_estrella
3017;yellow;2009-01-20;IT-532;pipeta_estrella
3018;yellow;2009-01-19;IT-532;pipeta_estrella
3019;yellow;2009-01-19;IT-532;pipeta_estrella
3020;yellow;2009-01-19;IT-532;pipeta_estrella
3021;yellow;2009-01-19;IT-532;pipeta_estrella
3022;yellow;2009-01-19;IT-532;pipeta_estrella
3023;yellow;2009-01-19;IT-532;pipeta_estrella
3024;yellow;2009-01-20;IT-532;pipeta_estrella
3025;yellow;2009-01-20;IT-532;pipeta_estrella
3026;yellow;2009-01-20;IT-532;pipeta_estrella
3027;yellow;2009-01-19;IT-532;pipeta_estrella
3028;yellow;2009-01-19;IT-532;pipeta_estrella
3029;yellow;2009-01-19;IT-532;pipeta_estrella
3030;yellow;2009-01-21;IT-532;pipeta_estrella
3031;yellow;2009-01-21;IT-532;pipeta_estrella
3032;yellow;2009-01-21;IT-532;pipeta_estrella
3033;yellow;2009-01-20;IT-532;pipeta_estrella
3034;yellow;2009-01-20;IT-532;pipeta_estrella
3035;yellow;2009-01-20;IT-532;pipeta_estrella
3036;yellow;2009-01-19;IT-532;pipeta_estrella
3037;yellow;2009-01-19;IT-532;pipeta_estrella
3038;yellow;2009-01-19;IT-532;pipeta_estrella
3039;yellow;2009-01-19;IT-532;pipeta_estrella
3040;yellow;2009-01-19;IT-532;pipeta_estrella
3041;yellow;2009-01-19;IT-532;pipeta_estrella
3042;yellow;2009-01-19;IT-532;pipeta_estrella
3043;yellow;2009-01-19;IT-532;pipeta_estrella
3044;yellow;2009-01-19;IT-532;pipeta_estrella
3045;yellow;2009-01-19;IT-532;pipeta_estrella
3046;yellow;2009-01-19;IT-532;pipeta_estrella
3047;yellow;2009-01-19;IT-532;pipeta_estrella
3048;yellow;2009-01-19;IT-532;pipeta_estrella
3049;yellow;2009-01-19;IT-532;pipeta_estrella
3050;yellow;2009-01-19;IT-532;pipeta_estrella
3051;yellow;2009-01-21;IT-532;pipeta_estrella
3052;yellow;2009-01-21;IT-532;pipeta_estrella
3053;yellow;2009-01-21;IT-532;pipeta_estrella
3054;yellow;2009-01-19;IT-532;pipeta_estrella
3055;yellow;2009-01-19;IT-532;pipeta_estrella
3056;yellow;2009-01-19;IT-532;pipeta_estrella
3057;yellow;2009-01-19;IT-532;pipeta_estrella
3058;yellow;2009-01-19;IT-532;pipeta_estrella
3059;yellow;2009-01-19;IT-532;pipeta_estrella
3060;yellow;2009-01-20;IT-532;pipeta_estrella
3061;yellow;2009-01-20;IT-532;pipeta_estrella
3062;yellow;2009-01-20;IT-532;pipeta_estrella
3063;yellow;2009-01-21;IT-532;pipeta_estrella
3064;yellow;2009-01-21;IT-532;pipeta_estrella
3065;yellow;2009-01-21;IT-532;pipeta_estrella
3066;yellow;2009-01-20;IT-532;pipeta_estrella
3067;yellow;2009-01-20;IT-532;pipeta_estrella
3068;yellow;2009-01-20;IT-532;pipeta_estrella
3069;yellow;2009-01-20;IT-515;pipeta_check
3070;yellow;2009-01-19;IT-532;pipeta_check
3071;yellow;2009-01-19;IT-532;pipeta_check
3072;yellow;2009-01-19;IT-532;pipeta_estrella
3073;yellow;2009-01-20;IT-515;pipeta_estrella
3074;yellow;2009-02-04;IT-515;pipeta_estrella
3075;yellow;2009-01-29;IT-515;pipeta_estrella
3076;yellow;2009-01-29;IT-532;pipeta_estrella
3077;yellow;2009-01-29;IT-532;pipeta_estrella
3078;yellow;2009-01-29;IT-515;pipeta_estrella
3079;yellow;2009-02-04;IT-515;pipeta_estrella
3080;yellow;2009-01-29;IT-515;pipeta_estrella
3081;yellow;2009-01-29;IT-515;pipeta_estrella
3082;yellow;2009-02-03;IT-515;pipeta_estrella
3083;yellow;2009-02-05;IT-515;pipeta_estrella
3084;yellow;2009-02-05;IT-515;pipeta_estrella
3085;yellow;2009-02-05;IT-515;pipeta_estrella
3086;yellow;2009-02-04;IT-515;pipeta_estrella
3087;yellow;2009-02-05;IT-532;pipeta_estrella
3088;yellow;2009-02-05;IT-532;pipeta_estrella
3089;yellow;2009-02-06;IT-532;pipeta_estrella
3090;yellow;2009-02-06;IT-532;pipeta_estrella
3091;yellow;2009-02-06;IT-532;pipeta_estrella
3092;yellow;2009-02-06;IT-532;pipeta_estrella
3093;yellow;2009-02-06;IT-532;pipeta_estrella
3094;yellow;2009-02-06;IT-532;pipeta_estrella
3095;yellow;2009-02-05;IT-515;pipeta_estrella
3096;yellow;2009-02-05;IT-515;pipeta_estrella
3097;yellow;2009-02-05;IT-532;pipeta_estrella
3098;yellow;2009-02-05;IT-532;pipeta_retirado
3099;yellow;2009-02-05;IT-532;pipeta_estrella
3100;yellow;2009-02-05;IT-532;pipeta_estrella
3101;yellow;2009-02-05;IT-532;pipeta_retirado
3102;yellow;2009-02-05;IT-532;pipeta_retirado
3103;yellow;2009-02-25;IT-515;pipeta_estrella
3104;yellow;2009-02-25;IT-532;pipeta_estrella
3105;yellow;2009-02-25;IT-532;pipeta_estrella
3106;yellow;2009-02-25;IT-532;pipeta_estrella
3107;yellow;2009-03-12;IT-532;pipeta_estrella
3108;yellow;2009-03-12;IT-532;pipeta_estrella
3109;yellow;2009-03-12;IT-532;pipeta_estrella
3110;yellow;2009-03-13;IT-532;pipeta_estrella
3111;yellow;2009-03-13;IT-532;pipeta_estrella
3112;yellow;2009-03-13;IT-532;pipeta_estrella
3113;yellow;2009-03-17;IT-515;pipeta_check
3114;yellow;2009-03-17;IT-532;pipeta_estrella
3115;yellow;2009-03-17;IT-532;pipeta_estrella
3116;yellow;2009-03-17;IT-532;pipeta_estrella
3117;yellow;2009-03-17;IT-532;pipeta_estrella
3118;yellow;2009-03-17;IT-532;pipeta_estrella
3119;yellow;2009-03-17;IT-532;pipeta_estrella
3120;yellow;2009-03-17;IT-532;pipeta_estrella
3121;yellow;2009-03-16;IT-532;pipeta_retirado
3122;yellow;2009-03-16;IT-532;pipeta_retirado
3123;yellow;2009-03-16;IT-532;pipeta_retirado
3124;yellow;2009-03-16;IT-532;pipeta_retirado
3125;yellow;2009-03-16;IT-532;pipeta_retirado
3126;yellow;2009-03-16;IT-532;pipeta_retirado
3127;yellow;2009-03-16;IT-532;pipeta_retirado
3128;yellow;2009-03-26;IT-532;pipeta_estrella
3129;yellow;2009-03-26;IT-532;pipeta_estrella
3130;yellow;2009-03-27;IT-532;pipeta_estrella
3131;yellow;2009-03-31;IT-532;pipeta_estrella
3132;yellow;2009-03-31;IT-532;pipeta_estrella
3133;yellow;2009-03-31;IT-532;pipeta_estrella
3134;yellow;2009-03-31;IT-532;pipeta_estrella
3135;yellow;2009-03-31;IT-532;pipeta_estrella
3136;yellow;2009-03-31;IT-532;pipeta_estrella
3137;yellow;2009-04-06;IT-532;pipeta_estrella
3138;yellow;2009-04-06;IT-532;pipeta_estrella
3139;yellow;2009-04-06;IT-532;pipeta_estrella
3140;yellow;2009-04-06;IT-532;pipeta_estrella
3141;yellow;2009-04-06;IT-532;pipeta_estrella
3142;yellow;2009-04-06;IT-532;pipeta_estrella
3143;yellow;2009-03-30;IT-532;pipeta_estrella
3144;yellow;2009-04-21;IT-515;pipeta_estrella
3145;yellow;2009-04-16;IT-515;pipeta_estrella
3146;yellow;2009-04-20;IT-515;pipeta_estrella
3147;yellow;2009-04-16;IT-515;pipeta_estrella
3148;yellow;2009-04-14;IT-532;pipeta_estrella
3149;yellow;2009-04-14;IT-532;pipeta_estrella
3150;yellow;2009-04-14;IT-532;pipeta_estrella
3151;yellow;2009-04-14;IT-532;pipeta_estrella
3152;yellow;2009-04-14;IT-532;pipeta_estrella
3153;yellow;2009-04-14;IT-532;pipeta_estrella
3154;yellow;2009-04-14;IT-532;pipeta_estrella
3155;yellow;2009-04-16;IT-515;pipeta_estrella
3156;yellow;2009-04-16;IT-532;pipeta_estrella
3157;yellow;2009-04-16;IT-532;pipeta_check
3158;yellow;2009-04-21;IT-515;pipeta_estrella
3159;yellow;2009-04-20;IT-532;pipeta_estrella
3160;yellow;2009-04-23;IT-532;pipeta_estrella
3161;yellow;2009-04-23;IT-532;pipeta_estrella
3162;yellow;2009-04-23;IT-532;pipeta_estrella
3163;yellow;2009-04-24;IT-532;pipeta_estrella
3164;yellow;2009-04-24;IT-532;pipeta_estrella
3165;yellow;2009-04-24;IT-532;pipeta_estrella
3166;yellow;2009-05-05;IT-515;pipeta_estrella
3167;yellow;2009-04-24;IT-532;pipeta_estrella
3168;yellow;2009-04-24;IT-532;pipeta_estrella
3169;yellow;2009-04-24;IT-532;pipeta_estrella
3170;yellow;2009-04-29;IT-515;pipeta_estrella
3171;yellow;2009-04-29;IT-515;pipeta_estrella
3172;yellow;2009-05-05;IT-515;pipeta_estrella
3173;yellow;2009-05-05;IT-515;pipeta_estrella
3174;yellow;2009-05-05;IT-515;pipeta_estrella
3175;yellow;2009-05-04;IT-532;pipeta_estrella
3176;yellow;2009-05-05;IT-532;pipeta_estrella
3177;yellow;2009-05-04;IT-532;pipeta_estrella
3178;yellow;2009-05-05;IT-532;pipeta_estrella
3179;yellow;2009-05-05;IT-515;pipeta_estrella
3180;yellow;2009-05-08;IT-515;pipeta_estrella
3181;yellow;2009-05-08;IT-515;pipeta_estrella
3182;yellow;2009-05-05;IT-532;pipeta_estrella
3183;yellow;2009-05-05;IT-532;pipeta_estrella
